tcpConnections,dnsSize,totalTasks,runningTasks,sleepingTasks,stoppedTasks,zombie,totalMemory,freeMemory,usedMemory,bufferCache,totalSwap,freeSwap,usedSwap,availableMemory,deviceState,IOStats_tps,IOStats_rtps,IOStats_wtps,IOStats_dtps,IOStats_bread/s,IOStats_bwrtn/s,IOStats_bdscd/s,CPU Utilization_CPU,CPU Utilization_%user,CPU Utilization_%nice,CPU Utilization_%system,CPU Utilization_%iowait,CPU Utilization_%steal,CPU Utilization_%idle,Memory Utilization_kbmemfree,Memory Utilization_kbavail,Memory Utilization_kbmemused,Memory Utilization_%memused,Memory Utilization_kbbuffers,Memory Utilization_kbcached,Memory Utilization_kbcommit,Memory Utilization_%commit,Memory Utilization_kbactive,Memory Utilization_kbinact,Memory Utilization_kbdirty,Disk Device Status_DEV,Disk Device Status_tps,Disk Device Status_rkB/s,Disk Device Status_wkB/s,Disk Device Status_dkB/s,Disk Device Status_areq-sz,Disk Device Status_aqu-sz,Disk Device Status_await,Disk Device Status_%util,Processor Queue_runq-sz,Processor Queue_plist-sz,Processor Queue_ldavg-1,Processor Queue_ldavg-5,Processor Queue_ldavg-15,Processor Queue_blocked
140,8,173,2,171,0,0,922.8,90.5,358.5,473.8,100,100,0,506.8,3,0.6,0,0.6,0,0,12.8,0,all,25.47,0,0.65,0.03,0,73.85,93483,519842,348411,36.87,39494,425988,1468257,140.18,118238,671627,223,mmcblk0,0.6,0,6.4,0,10.67,0,3.17,0.4,1,277,1.57,1.7,1.72,0
153,14,172,2,170,0,0,922.8,89.6,359.3,473.9,100,100,0,506.1,3,0.4,0,0.4,0,0,8,0,all,25.68,0,1.06,0.03,0,73.24,92262,518669,349773,37.01,39534,425999,1469128,140.27,118278,673021,312,mmcblk0,0.4,0,4,0,10,0,2.5,0.2,1,277,1.74,1.73,1.73,0
174,16,174,2,172,0,0,922.8,85.9,363.1,473.8,100,100,0,502.3,1,2.8,0,2.8,0,0,33.57,0,all,26.34,0,1.68,0.08,0,71.9,90922,517346,351048,37.15,39592,425954,1470393,140.39,118336,674658,286,mmcblk0,2.8,0,16.8,0,6,0.03,10,0.7,1,277,1.93,1.77,1.75,0
167,18,173,1,172,0,0,922.8,85.1,363.7,474.1,100,100,0,501.7,1,2.5,0,2.5,0,0,39.96,0,all,26.41,0,1.61,0.05,0,71.93,87802,514341,354112,37.47,39645,426013,1471721,140.51,118380,677136,304,mmcblk0,2.5,0,20,0,8,0.04,15.32,0.6,1,278,1.75,1.75,1.74,0
163,24,173,3,170,0,0,922.8,82.6,366.1,474.1,100,100,0,499.2,1,0.4,0,0.4,0,0,10.4,0,all,26.53,0,1.26,0.03,0,72.18,85946,512564,355805,37.65,39686,426038,1473046,140.64,118434,678935,323,mmcblk0,0.4,0,5.2,0,13,0,2.5,0.3,1,278,1.6,1.71,1.72,0
145,25,171,2,169,0,0,922.8,81.6,367.2,474,100,100,0,498.1,1,2.1,0,2.1,0,0,27.2,0,all,26.13,0,1.6,0.03,0,72.24,84034,510635,357749,37.86,39732,425976,1474556,140.79,118478,680973,190,mmcblk0,2.1,0,13.6,0,6.48,0.02,9.43,0.6,1,277,1.76,1.74,1.73,0
148,24,171,1,170,0,0,922.8,78.9,369.6,474.3,100,100,0,495.7,1,1.7,0,1.7,0,0,23.2,0,all,26.15,0,1.06,0.03,0,72.77,81906,508562,359797,38.07,39774,425984,1475906,140.91,118521,682779,343,mmcblk0,1.7,0,11.6,0,6.82,0.01,8.41,0.5,1,276,1.97,1.79,1.75,0
158,16,173,2,171,0,0,922.8,76.5,372.1,474.2,100,100,0,493.2,2,1.9,0,1.9,0,0,27.2,0,all,26.38,0,1.49,0.03,0,72.11,80596,507255,361053,38.21,39818,425948,1476911,141.01,118563,684119,308,mmcblk0,1.9,0,13.6,0,7.16,0.02,10.26,0.6,1,277,1.66,1.73,1.73,0
155,10,173,3,170,0,0,922.8,76.3,372.3,474.2,100,100,0,493,2,0.4,0,0.4,0,0,8,0,all,26.06,0,1.08,0,0,72.86,78999,505752,362477,38.36,39859,426009,1477935,141.11,118603,685569,246,mmcblk0,0.4,0,4,0,10,0,3,0.2,1,278,1.85,1.77,1.74,0
157,20,173,2,171,0,0,922.8,75.1,373.5,474.2,100,100,0,491.8,2,0.4,0,0.4,0,0,9.6,0,all,26.19,0,1.13,0.03,0,72.66,78616,505352,362902,38.4,39897,425945,1478634,141.18,118644,686239,263,mmcblk0,0.4,0,4.8,0,12,0,2.5,0.2,1,278,1.98,1.81,1.76,0
152,6,172,2,170,0,0,922.8,72.9,375.5,474.4,100,100,0,489.8,2,0.5,0,0.5,0,0,11.2,0,all,26.25,0,1.16,0.03,0,72.56,75798,502650,365650,38.69,39940,426008,1479786,141.29,118686,688569,304,mmcblk0,0.5,0,5.6,0,11.2,0,3,0.3,1,277,1.94,1.82,1.76,0
157,6,173,2,171,0,0,922.8,71.8,376.5,474.4,100,100,0,488.8,0,0.2,0,0.2,0,0,6.4,0,all,25.08,0,0.75,0,0,74.17,74698,501663,366642,38.8,39988,426068,1483319,141.62,118732,690100,533,mmcblk0,0.2,0,3.2,0,16,0,4,0.1,1,279,1.64,1.76,1.74,0
168,6,167,2,165,0,0,922.8,71.9,376.6,474.3,100,100,0,488.7,0,6.9,0,6.9,0,0,85.6,0,all,26.87,0,1.57,0.03,0,71.54,73983,500850,367340,38.87,40022,425947,1481271,141.43,118764,690439,275,mmcblk0,6.9,0,42.8,0,6.2,0.23,33.19,1.6,1,278,1.75,1.77,1.75,0
159,8,171,2,169,0,0,922.8,71.1,377.2,474.5,100,100,0,488.1,0,0.5,0,0.5,0,0,9.6,0,all,25.35,0,1.01,0.03,0,73.62,73381,500497,367745,38.92,40081,426112,1482980,141.59,118829,691288,208,mmcblk0,0.5,0,4.8,0,9.6,0,3.2,0.3,1,276,2.11,1.87,1.78,0
140,6,170,2,168,0,0,922.8,71,377.3,474.6,100,100,0,488,0,1.5,0,1.5,0,0,20,0,all,25.08,0,0.68,0.03,0,74.22,73688,500816,367392,38.88,40128,426080,1481271,141.43,118872,691287,440,mmcblk0,1.5,0,10,0,6.67,0.01,9,0.3,1,275,1.79,1.81,1.77,0
152,21,173,1,172,0,0,922.8,70.6,377.8,474.5,100,100,0,487.5,3,1.9,0,1.9,0,0,19.2,0,all,25.35,0,1.23,0.03,0,73.4,72602,499670,368506,39,40168,425968,1481271,141.43,118915,691699,406,mmcblk0,1.9,0,9.6,0,5.05,0.02,12.26,0.4,1,276,1.63,1.77,1.75,0
141,22,172,2,170,0,0,922.8,70.4,377.9,474.6,100,100,0,487.4,3,1.7,0,1.7,0,0,20.8,0,all,25.1,0,0.45,0.03,0,74.42,72380,499521,368674,39.01,40220,426015,1481271,141.43,118962,692132,363,mmcblk0,1.7,0,10.4,0,6.12,0.01,6.94,0.6,2,277,1.82,1.8,1.76,0
147,15,172,2,170,0,0,922.8,69.4,378.9,474.5,100,100,0,486.4,3,0.3,0,0.3,0,0,5.6,0,all,25.06,0,0.7,0,0,74.24,72424,499525,368698,39.02,40274,425948,1481271,141.43,119012,692496,24,mmcblk0,0.3,0,2.8,0,9.33,0,3.33,0.2,1,277,1.64,1.77,1.75,0
193,25,173,2,171,0,0,922.8,66.5,381.5,474.8,100,100,0,483.8,1,6.6,0,6.6,0,0,134.4,0,all,25.73,0,1.23,0.18,0,72.86,70402,497666,370525,39.21,40319,426065,1482455,141.54,119062,694262,298,mmcblk0,6.6,0,67.2,0,10.18,0.41,61.38,1.6,1,277,1.99,1.84,1.78,0
157,18,173,2,171,0,0,922.8,65.5,382.6,474.7,100,100,0,482.7,1,1.8,0,1.8,0,0,20.8,0,all,25.49,0,1.33,0.03,0,73.16,67992,495212,372960,39.47,40364,425963,1483575,141.65,119112,696187,390,mmcblk0,1.8,0,10.4,0,5.78,0.02,9.67,0.6,1,278,2.13,1.89,1.8,0
172,6,173,3,170,0,0,922.8,63.9,384.1,474.8,100,100,0,481.2,1,0.2,0,0.2,0,0,7.2,0,all,25.35,0,0.98,0,0,73.67,67072,494390,373842,39.56,40406,426020,1484343,141.72,119150,697196,380,mmcblk0,0.2,0,3.6,0,18,0,3,0.1,2,278,2.06,1.9,1.81,0
148,15,173,2,171,0,0,922.8,62.9,385.2,474.8,100,100,0,480.2,1,0.6,0,0.6,0,0,11.2,0,all,25.41,0,0.65,0.03,0,73.91,65576,492898,375338,39.72,40451,425979,1485617,141.84,119199,698701,264,mmcblk0,0.6,0,5.6,0,9.33,0,3.17,0.3,1,278,1.7,1.82,1.79,0
154,28,173,3,170,0,0,922.8,61.8,386.2,474.9,100,100,0,479.2,2,0.2,0,0.2,0,0,4.8,0,all,25.02,0,0.6,0.03,0,74.35,64800,492179,375961,39.79,40516,425975,1486647,141.94,119261,700086,64,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,278,1.77,1.82,1.79,0
173,26,173,2,171,0,0,922.8,60.2,387.7,474.9,100,100,0,477.6,2,0.4,0,0.4,0,0,8,0,all,26.42,0,1.83,0.03,0,71.72,62514,490047,378060,40.01,40554,426093,1487537,142.03,119298,701512,351,mmcblk0,0.4,0,4,0,10,0,2.25,0.3,1,278,1.92,1.85,1.8,0
147,12,170,2,168,0,0,922.8,57.8,390.2,474.8,100,100,0,475.2,2,0.2,0,0.2,0,0,4.8,0,all,24.97,0,0.7,0,0,74.32,61340,488792,379352,40.14,40604,425960,1488951,142.16,119348,703276,208,mmcblk0,0.2,0,2.4,0,12,0,3.5,0.1,1,275,1.48,1.75,1.77,0
139,6,172,1,171,0,0,922.8,57,390.8,475.1,100,100,0,474.6,0,0.2,0,0.2,0,0,4.8,0,all,25.03,0,0.58,0.03,0,74.37,59016,486576,381585,40.38,40639,426036,1489649,142.23,119380,705028,400,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,276,1.77,1.79,1.78,0
156,18,171,2,169,0,0,922.8,55.9,391.8,475.1,100,100,0,473.5,0,0.4,0,0.4,0,0,8,0,all,25.62,0,1.13,0.03,0,73.23,58172,485798,382349,40.46,40686,426054,1490231,142.28,119431,705699,376,mmcblk0,0.4,0,4,0,10,0,2.75,0.3,1,276,1.93,1.83,1.79,0
183,6,170,2,168,0,0,922.8,54.7,393,475.1,100,100,0,472.3,0,0.2,0,0.2,0,0,4.8,0,all,26.15,0,1.63,0.08,0,72.14,57189,484822,383339,40.57,40728,426016,1491348,142.39,119472,707176,196,mmcblk0,0.2,0,2.4,0,12,0,17,0.4,1,276,1.88,1.83,1.8,0
167,14,171,2,169,0,0,922.8,52.6,395,475.2,100,100,0,470.3,0,0.4,0,0.4,0,0,9.6,0,all,25.74,0,1.45,0.03,0,72.78,54828,482559,385518,40.8,40767,426070,1492350,142.48,119513,708739,299,mmcblk0,0.4,0,4.8,0,12,0,3,0.2,1,275,1.55,1.75,1.77,0
143,8,171,2,169,0,0,922.8,49.8,397.8,475.2,100,100,0,467.5,0,1.3,0,1.3,0,0,17.6,0,all,25.27,0,1.13,0.03,0,73.57,53459,481155,386999,40.95,40810,425988,1493303,142.58,119558,710419,288,mmcblk0,1.3,0,8.8,0,6.77,0.01,7.77,0.3,2,276,1.78,1.79,1.79,0
161,10,170,2,168,0,0,922.8,49.8,397.8,475.2,100,100,0,467.5,3,0.7,0,0.7,0,0,10.4,0,all,25.04,0,0.75,0.03,0,74.18,52118,479878,388309,41.09,40861,426000,1495838,142.82,119602,712145,208,mmcblk0,0.7,0,5.2,0,7.43,0,3.14,0.4,2,275,1.92,1.83,1.8,0
156,18,171,2,169,0,0,922.8,47.8,399.8,475.3,100,100,0,465.5,3,3.2,0,3.2,0,0,32.8,0,all,25.16,0,0.83,0.03,0,73.99,50204,478030,390242,41.3,40904,426022,1497492,142.98,119650,713731,381,mmcblk0,3.2,0,16.4,0,5.12,0.04,12.19,0.7,1,276,1.62,1.77,1.78,0
174,13,171,2,169,0,0,922.8,45.1,402.3,475.5,100,100,0,463,3,6.7,0,6.7,0,0,71.2,0,all,25.2,0,0.83,0.03,0,73.94,47784,475820,392363,41.52,40949,426181,1501001,143.31,119697,715784,606,mmcblk0,6.7,0,35.6,0,5.31,0.18,27.52,1.1,1,276,1.62,1.75,1.77,0
145,6,171,3,168,0,0,922.8,43.9,403.4,475.5,100,100,0,461.9,3,0.6,0,0.6,0,0,12.8,0,all,25.83,0,1.69,0.05,0,72.43,45865,473864,394312,41.73,40976,426116,1498129,143.04,119723,717507,335,mmcblk0,0.6,0,6.4,0,10.67,0,3.83,0.4,2,276,1.89,1.79,1.79,0
145,6,172,2,170,0,0,922.8,43.4,404.1,475.3,100,100,0,461.2,1,0.2,0,0.2,0,0,6.4,0,all,25,0,0.73,0.03,0,74.25,45233,473225,395031,41.8,41027,426084,1498983,143.12,119772,718673,500,mmcblk0,0.3,0,3.6,0,12,0,2.67,0.2,1,277,1.86,1.81,1.8,0
160,6,172,3,169,0,0,922.8,47.8,406.1,468.9,100,100,0,459.8,1,0.2,0,0.2,0,0,4.8,0,all,25.14,0,0.88,0.03,0,73.96,49994,471782,396995,42.01,41056,420431,1499937,143.21,121487,713176,268,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,277,1.65,1.76,1.78,0
154,6,172,3,169,0,0,922.8,47.4,406.4,469.1,100,100,0,459.5,1,0.2,0,0.2,0,0,4.8,0,all,25.12,0,1.08,0.03,0,73.78,48684,470680,398121,42.13,41095,420572,1500775,143.29,121598,714616,352,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,277,1.9,1.81,1.8,0
152,6,172,2,170,0,0,922.8,46.4,407.3,469.2,100,100,0,458.6,1,0.6,0,0.6,0,0,46.4,0,all,25.1,0,0.93,0.03,0,73.95,48443,470510,398210,42.14,41140,420571,1501287,143.34,121644,714665,7,mmcblk0,0.6,0,23.18,0,38.67,0.01,21.17,0.8,1,276,1.97,1.84,1.81,0
147,14,172,3,169,0,0,922.8,46.4,407.4,469.1,100,100,0,458.5,2,0.2,0,0.2,0,0,4.8,0,all,25.43,0,1.03,0,0,73.54,48006,470032,398669,42.19,41180,420486,1501287,143.34,121684,714696,198,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.2,1,277,1.83,1.82,1.81,0
153,30,173,1,172,0,0,922.8,46.6,407.1,469.1,100,100,0,458.7,2,0.2,0,0.2,0,0,8,0,all,25.38,0,1.23,0,0,73.39,47776,469902,398855,42.21,41230,420560,1501287,143.34,121731,715201,30,mmcblk0,0.4,0,5.6,0,14,0,3,0.3,1,278,1.74,1.8,1.8,0
150,12,173,2,171,0,0,922.8,45.5,408,469.3,100,100,0,457.8,2,0.7,0,0.7,0,0,11.99,0,all,25.31,0,1.08,0.03,0,73.58,47255,469398,399341,42.26,41284,420513,1501287,143.34,121787,715557,395,mmcblk0,0.3,0,2,0,6.67,0,2,0.2,1,278,1.88,1.83,1.81,0
148,10,173,1,172,0,0,922.8,45.5,408,469.3,100,100,0,457.8,2,5.7,0,5.7,0,0,63.2,0,all,25.1,0,0.75,0,0,74.14,46984,469230,399445,42.27,41323,420584,1501287,143.34,121829,716093,354,mmcblk0,5.7,0,31.6,0,5.54,0.18,31.79,1,1,278,1.99,1.86,1.82,0
152,15,173,1,172,0,0,922.8,43.2,410.3,469.3,100,100,0,455.5,0,0.2,0,0.2,0,0,7.2,0,all,25.35,0,1.03,0,0,73.62,45937,468264,400478,42.38,41373,420616,1501364,143.35,121922,716584,538,mmcblk0,0.2,0,3.6,0,18,0,2.5,0.1,1,278,1.88,1.85,1.82,0
150,8,173,3,170,0,0,922.8,48.8,411.9,462.1,100,99.7,0.2,454.1,0,0.2,0,0.2,0,0,4.8,0,all,25.08,0,1.18,0,0,73.74,43661,466032,402708,42.62,41411,420628,1502567,143.46,121963,719010,268,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,278,1.71,1.81,1.81,0
154,15,172,2,170,0,0,922.8,47.9,412.6,462.4,100,99.7,0.2,453.3,0,0.2,0,0.2,0,0,7.2,0,all,25.29,0,1.08,0.03,0,73.6,49486,464618,404149,42.77,40489,414332,1503335,143.53,120081,714659,302,mmcblk0,0.2,0,3.6,0,18,0,4,0.2,1,278,1.94,1.86,1.83,0
164,21,172,2,170,0,0,922.8,46.3,414.2,462.4,100,99.7,0.2,451.7,0,0.2,0,0.2,0,0,6.4,0,all,25.28,0,0.63,0,0,74.09,48257,463467,405146,42.87,40539,414335,1504506,143.65,120130,715997,132,mmcblk0,0.2,0,3.2,0,16,0,3.5,0.1,1,277,1.95,1.87,1.83,0
174,20,172,2,170,0,0,922.8,44.2,416.2,462.4,100,99.7,0.2,449.6,3,0.2,0,0.2,0,0,5.6,0,all,25.28,0,1.18,0,0,73.54,46455,461734,406921,43.06,40581,414352,1505562,143.75,120171,717624,54,mmcblk0,0.4,0,4.4,0,11,0,3,0.4,1,277,1.58,1.79,1.8,0
152,12,170,3,167,0,0,922.8,43.1,417.3,462.4,100,99.7,0.2,448.6,3,1.1,0,1.1,0,0,15.2,0,all,25.33,0,1.1,0,0,73.57,44862,460172,408518,43.23,40627,414340,1506663,143.85,120217,719266,167,mmcblk0,1.1,0,7.6,0,6.91,0.01,7.36,0.3,1,276,1.52,1.75,1.79,0
157,10,171,2,169,0,0,922.8,46.1,419.6,457.2,100,99,1,446.4,3,1.8,0,1.8,0,0,24,0,all,25.11,0,0.65,0.03,0,74.21,43733,459035,409610,43.35,40667,414294,1507687,143.95,120257,720618,154,mmcblk0,1.8,0,12,0,6.67,0.02,10.61,0.3,1,275,1.72,1.77,1.8,0
149,14,172,2,170,0,0,922.8,45.9,419.9,457.1,100,99,1,446.2,3,0.4,0,0.4,0,0,24,0,all,25.11,0,0.43,0,0,74.47,48484,458502,410386,43.43,40718,408723,1508455,144.02,125734,710707,214,mmcblk0,0.4,0,12,0,30,0,4.25,0.2,1,277,1.7,1.77,1.8,0
158,10,172,2,170,0,0,922.8,43.4,422.2,457.2,100,99,1,443.9,1,0.2,0,0.2,0,0,6.4,0,all,25.43,0,0.98,0,0,73.59,45466,455693,413102,43.72,40774,408884,1509300,144.1,125988,712439,661,mmcblk0,0.2,0,3.2,0,16,0,2.5,0.1,2,277,1.43,1.7,1.77,0
148,11,173,1,172,0,0,922.8,42.4,423.1,457.3,100,99,1,443,1,0.2,0,0.2,0,0,4.8,0,all,24.97,0,0.98,0,0,74.05,44394,454608,414234,43.84,40839,408833,1511118,144.28,126062,714223,28,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,277,1.8,1.76,1.79,0
150,6,173,2,171,0,0,922.8,47.6,423.5,451.8,100,98.7,1.2,442.7,1,3,0,3,0,0,76,0,all,25.06,0,0.78,0,0,74.17,50087,454759,414193,43.83,40888,403328,1512090,144.37,134636,700222,152,mmcblk0,3,0,38,0,12.67,0.06,20.77,0.9,1,278,1.69,1.75,1.79,0
148,11,172,2,170,0,0,922.8,46.2,424.7,451.9,100,98.7,1.2,441.4,2,1.6,0,1.6,0,0,19.2,0,all,24.96,0,0.9,0.03,0,74.11,48121,452896,415873,44.01,40928,403284,1512039,144.36,134752,701382,392,mmcblk0,1.6,0,9.6,0,6,0.02,10,0.4,1,277,1.54,1.7,1.77,0
170,6,172,2,170,0,0,922.8,44.5,426.4,451.9,100,98.7,1.2,439.8,2,0.2,0,0.2,0,0,4.8,0,all,25.04,0,1.15,0,0,73.8,47287,452145,416714,44.1,40968,403330,1512807,144.44,134805,702802,352,mmcblk0,0.2,0,2.4,0,12,0,3,0.1,1,277,1.79,1.75,1.79,0
153,10,173,2,171,0,0,922.8,42.9,427.9,452,100,98.7,1.2,438.2,2,0.3,0,0.3,0,0,7.99,0,all,25.38,0,1.28,0.03,0,73.32,44975,449853,418904,44.33,41008,403302,1514676,144.62,134846,704222,404,mmcblk0,0.3,0,4,0,13.33,0,4,0.3,1,278,1.91,1.79,1.8,0
158,26,173,2,171,0,0,922.8,49.6,429.3,443.9,100,98.5,1.5,436.9,2,0.2,0,0.2,0,0,4.8,0,all,25.19,0,1.03,0,0,73.78,43716,448589,420204,44.47,41050,403266,1515700,144.71,134886,705630,325,mmcblk0,0.4,0,6.4,0,16,0,3.25,0.3,1,278,1.67,1.74,1.79,0
150,14,170,2,168,0,0,922.8,48.4,430.5,443.9,100,98.5,1.5,435.7,0,0.8,0.6,0.2,0,8,8.8,0,all,25.28,0,1,0.03,0,73.69,49959,446663,422110,44.67,41101,395063,1515982,144.74,143758,690288,401,mmcblk0,0.8,4,4.4,0,10.5,0,2.5,0.5,1,275,1.66,1.73,1.78,0
149,10,171,1,170,0,0,922.8,47.1,431.7,444.1,100,98.5,1.5,434.5,0,5.8,0,5.8,0,0,67.2,0,all,25.08,0,1.13,0.08,0,73.72,48972,445700,423095,44.77,41149,395061,1516903,144.83,143843,691408,290,mmcblk0,5.8,0,33.6,0,5.79,0.72,123.9,2.8,1,276,1.92,1.79,1.8,0
144,24,171,2,169,0,0,922.8,45.5,433.3,444,100,98.5,1.5,432.8,0,0.7,0,0.7,0,0,10.4,0,all,25.53,0,1.15,0.03,0,73.29,47910,444626,424243,44.89,41197,394997,1518004,144.93,143896,692895,22,mmcblk0,0.7,0,5.2,0,7.43,0,5.14,0.2,1,276,1.93,1.81,1.81,0
156,23,170,2,168,0,0,922.8,42.6,436.1,444.1,100,98.5,1.5,430.1,0,0.4,0,0.4,0,0,8.8,0,all,25.35,0,1.28,0,0,73.37,45407,442242,426609,45.14,41239,395064,1519207,145.05,143946,694869,300,mmcblk0,0.4,0,4.4,0,11,0,2.5,0.3,1,276,1.55,1.73,1.78,0
164,22,169,2,167,0,0,922.8,45.5,438.3,439,100,98.5,1.5,427.8,3,0.2,0,0.2,0,0,7.2,0,all,25.75,0,1.01,0,0,73.24,49005,440544,428236,45.32,41285,389752,1520231,145.15,144027,691305,365,mmcblk0,0.2,0,3.6,0,18,0,2.5,0.2,1,274,1.8,1.77,1.79,0
173,22,169,3,166,0,0,922.8,44.7,438.9,439.2,100,98.5,1.5,427.2,3,0.3,0,0.3,0,0,6.4,0,all,25.17,0,1.45,0,0,73.38,47288,439075,429669,45.47,41333,389903,1521255,145.24,144091,693080,346,mmcblk0,0.3,0,3.2,0,10.67,0,3,0.2,1,274,1.95,1.81,1.81,0
149,12,170,1,169,0,0,922.8,42.3,441.4,439.2,100,98.5,1.5,424.8,3,0.2,0,0.2,0,0,6.39,0,all,24.99,0,1.25,0,0,73.76,45406,437123,431686,45.68,41376,389820,1522100,145.33,144131,694590,31,mmcblk0,0.2,0,3.2,0,16,0,3.5,0.1,1,275,2.04,1.85,1.82,0
158,6,171,2,169,0,0,922.8,45.8,441.6,435.4,100,98.5,1.5,424.6,3,4,0,4,0,0,41.6,0,all,25.16,0,1.03,0.03,0,73.79,48054,435897,432936,45.81,41418,385968,1523047,145.42,144662,691985,20,mmcblk0,4,0,20.8,0,5.2,0.09,23.4,0.6,1,275,1.69,1.78,1.8,0
164,17,170,2,168,0,0,922.8,44.2,443.3,435.4,100,98.5,1.5,422.9,1,0.2,0,0.2,0,0,5.6,0,all,25.47,0,1.11,0.03,0,73.4,46881,434822,434096,45.94,41456,385989,1523866,145.49,144714,692867,250,mmcblk0,0.2,0,2.8,0,14,0,4,0.2,1,275,1.8,1.8,1.81,0
151,10,170,3,167,0,0,922.8,42.5,444.8,435.5,100,98.5,1.5,421.4,1,0.3,0,0.3,0,0,5.6,0,all,25.2,0,0.75,0.03,0,74.02,45494,433408,435488,46.08,41503,385904,1524910,145.59,144914,694100,458,mmcblk0,0.3,0,2.8,0,9.33,0,3.33,0.2,1,275,1.88,1.82,1.82,0
148,12,170,2,168,0,0,922.8,42.3,445,435.6,100,98.5,1.5,421.2,1,0.2,0,0.2,0,0,7.2,0,all,25.4,0,0.75,0,0,73.85,43927,431954,436924,46.24,41546,385975,1525607,145.66,144956,695572,309,mmcblk0,0.2,0,3.6,0,18,0,2.5,0.1,1,275,1.61,1.76,1.8,0
148,20,172,2,170,0,0,922.8,50.3,445.3,427.2,100,98.5,1.5,420.9,1,0.4,0,0.4,0,0,10.4,0,all,25.32,0,1.15,0,0,73.53,52484,431891,436982,46.24,41586,377352,1525607,145.66,144995,686930,38,mmcblk0,0.4,0,5.2,0,13,0,3.75,0.2,1,277,1.8,1.79,1.81,0
140,8,172,3,169,0,0,922.8,50.7,445,427.1,100,98.5,1.5,421.2,1,0.4,0,0.4,0,0,13.6,0,all,25.02,0,1,0.03,0,73.95,52384,431812,436970,46.24,41630,377311,1525607,145.66,145064,686960,102,mmcblk0,0.4,0,6.8,0,17,0,3.25,0.2,1,277,1.98,1.84,1.82,0
154,10,173,2,171,0,0,922.8,50.4,445.1,427.3,100,98.5,1.5,421.1,2,0.5,0.3,0.2,0,2.4,6.4,0,all,25.08,0,0.88,0,0,74.04,52198,431791,437074,46.25,41684,377392,1525607,145.66,145152,687482,19,mmcblk0,0.5,1.2,3.2,0,8.8,0,2.4,0.3,1,278,1.88,1.84,1.83,0
149,12,172,3,169,0,0,922.8,49.4,446.2,427.2,100,98.5,1.5,419.9,2,0.4,0,0.4,0,0,6.4,0,all,25.11,0,1.18,0,0,73.71,51367,430948,437869,46.34,41724,377340,1526426,145.74,145202,687834,342,mmcblk0,0.4,0,3.2,0,8,0,2.75,0.4,1,277,1.65,1.79,1.81,0
172,14,172,2,170,0,0,922.8,47.6,447.7,427.6,100,98.5,1.5,418.5,2,2.1,0,2.1,0,0,24,0,all,25.15,0,0.93,0,0,73.92,50094,429861,438979,46.45,41764,377479,1526007,145.7,145242,689264,290,mmcblk0,2.1,0,12,0,5.71,0.03,16,0.4,1,277,1.7,1.78,1.81,0
152,19,172,3,169,0,0,922.8,46.6,448.7,427.6,100,98.5,1.5,417.5,0,0.7,0,0.7,0,0,12,0,all,24.97,0,1.53,0.03,0,73.48,48818,428624,440242,46.59,41807,377478,1526708,145.77,145310,690172,383,mmcblk0,0.7,0,5.99,0,8.57,0,2.43,0.3,1,277,2.03,1.87,1.84,0
140,14,172,2,170,0,0,922.8,45.5,449.8,427.5,100,98.5,1.5,416.4,0,4.9,0,4.9,0,0,92.8,0,all,25,0,0.73,0.1,0,74.17,48182,427926,440943,46.66,41868,377359,1527585,145.85,145368,691368,193,mmcblk0,4.9,0,46.4,0,9.47,0.1,19.45,1.1,1,277,1.62,1.79,1.81,0
157,14,172,3,169,0,0,922.8,45,450.4,427.5,100,98.5,1.5,415.8,0,0.2,0,0.2,0,0,7.2,0,all,25.21,0,0.9,0.03,0,73.86,46722,426592,442266,46.8,41910,377445,1528423,145.93,145411,692014,426,mmcblk0,0.2,0,3.6,0,18,0,2.5,0.1,1,277,1.54,1.74,1.79,0
145,6,170,2,168,0,0,922.8,43.3,452,427.6,100,98.5,1.5,414.2,0,0.2,0,0.2,0,0,4.8,0,all,25.07,0,0.48,0.03,0,74.43,45808,425708,443144,46.89,41952,377420,1529262,146.01,145452,693252,204,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,276,1.73,1.77,1.8,0
152,10,170,3,167,0,0,922.8,42.8,452.3,427.7,100,98.5,1.5,413.8,3,0.2,0,0.2,0,0,4.8,0,all,25.48,0,0.98,0,0,73.54,44899,424788,444033,46.99,41986,377362,1529703,146.05,145485,694050,304,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,276,2.16,1.87,1.83,0
180,20,171,2,169,0,0,922.8,45.5,455.8,421.5,100,98.5,1.5,410.4,3,0.5,0,0.5,0,0,8.8,0,all,26.4,0,1.39,0.05,0,72.16,49337,422936,446026,47.2,42036,371093,1530804,146.16,149841,685082,360,mmcblk0,0.5,0,4.4,0,8.8,0,5.2,0.4,1,275,1.82,1.81,1.82,0
