tcpConnections,dnsSize,totalTasks,runningTasks,sleepingTasks,stoppedTasks,zombie,totalMemory,freeMemory,usedMemory,bufferCache,totalSwap,freeSwap,usedSwap,availableMemory,deviceState,IOStats_tps,IOStats_rtps,IOStats_wtps,IOStats_dtps,IOStats_bread/s,IOStats_bwrtn/s,IOStats_bdscd/s,CPU Utilization_CPU,CPU Utilization_%user,CPU Utilization_%nice,CPU Utilization_%system,CPU Utilization_%iowait,CPU Utilization_%steal,CPU Utilization_%idle,Memory Utilization_kbmemfree,Memory Utilization_kbavail,Memory Utilization_kbmemused,Memory Utilization_%memused,Memory Utilization_kbbuffers,Memory Utilization_kbcached,Memory Utilization_kbcommit,Memory Utilization_%commit,Memory Utilization_kbactive,Memory Utilization_kbinact,Memory Utilization_kbdirty,Disk Device Status_DEV,Disk Device Status_tps,Disk Device Status_rkB/s,Disk Device Status_wkB/s,Disk Device Status_dkB/s,Disk Device Status_areq-sz,Disk Device Status_aqu-sz,Disk Device Status_await,Disk Device Status_%util,Processor Queue_runq-sz,Processor Queue_plist-sz,Processor Queue_ldavg-1,Processor Queue_ldavg-5,Processor Queue_ldavg-15,Processor Queue_blocked
0,1,168,1,167,0,0,922.8,25,876.5,21.4,100,0,100,10.4,0,502.96,501.09,1.88,0,36524.38,37.12,0,all,2.05,0,10.82,52.47,0,34.65,25958,11620,877602,92.87,860,9135,1964784,187.59,398694,464268,7,mmcblk0,495.54,18090.69,20.59,0,36.55,6.65,13.42,100,0,279,7.26,7.77,7.72,4
1,1,162,2,160,0,0,922.8,25.7,874.3,22.8,100,0,100,12,3,439.13,432.66,6.47,0,36985.51,55.65,0,all,0.88,0,8.81,74.09,0,16.22,25765,12071,876517,92.76,832,10412,1893546,180.79,398829,464818,2,mmcblk0,465.1,18620,2.4,0,40.04,9.95,21.39,100,1,274,8.36,7.99,7.8,4
1,1,167,1,166,0,0,922.8,26.6,874.6,21.6,100,0,100,12.2,3,423.41,422.72,0.69,0,37565.52,10.19,0,all,1.1,0,10.53,65.08,0,23.3,26563,12087,877282,92.84,673,8878,1948763,186.06,398320,464051,4,mmcblk0,423.21,18780.8,5.09,0,44.39,8.95,21.15,100,0,271,7.99,7.95,7.79,5
3,2,163,2,161,0,0,922.8,26.1,873.4,23.3,100,0,100,12.5,3,460.24,456.69,3.55,0,37244.62,33.27,0,all,1.11,0,9.82,70.94,0,18.13,26278,11518,878138,92.93,505,8643,1949929,186.17,397766,465098,2,mmcblk0,452.96,18605.83,10.91,0,41.1,9.53,21.04,100,1,278,8.51,8.08,7.85,8
0,2,165,1,164,0,0,922.8,25.1,875,22.7,100,0,100,11.3,1,420.87,408.06,12.81,0,36632.26,119.92,0,all,0.55,0,8.18,74.33,0,16.95,26142,12094,876803,92.79,583,10072,1956492,186.8,398570,464501,19,mmcblk0,422.94,18332.62,55.76,0,43.48,11.45,27.06,100,1,272,8.3,8.11,7.88,5
1,3,163,1,162,0,0,922.8,24.8,875.5,22.5,100,0,100,10.9,1,439.59,438.53,1.06,0,36827.11,17.81,0,all,1.15,0,9.54,59.84,0,29.47,25952,11405,877962,92.91,746,8923,1958505,186.99,398383,464430,2,mmcblk0,454.15,18222.44,8.98,0,40.14,6.57,14.46,100,1,279,7.37,7.88,7.82,4
0,3,168,1,166,0,1,922.8,24.6,875.4,22.9,100,0,100,10.9,2,475.71,475.52,0.2,0,37368.73,1.57,0,all,0.99,0,11.63,62.97,0,24.41,24849,11420,876868,92.79,884,10940,1957360,186.88,398772,465812,8,mmcblk0,452.85,18353.24,2.36,0,40.53,7.65,16.89,99.8,1,274,7.59,7.81,7.8,5
0,3,168,1,166,0,1,922.8,24.6,875.4,22.9,100,0,100,10.9,2,475.71,475.52,0.2,0,37368.73,1.57,0,all,0.99,0,11.63,62.97,0,24.41,24849,11420,876868,92.79,884,10940,1957360,186.88,398772,465812,8,mmcblk0,452.85,18353.24,2.36,0,40.53,7.65,16.89,99.8,1,274,7.59,7.81,7.8,5
2,3,162,2,160,0,0,922.8,24.9,874.6,23.4,100,0,100,11.4,1,434.9,434.13,0.77,0,37663.66,9.97,0,all,0.65,0,9.54,78.48,0,11.33,25272,11353,877411,92.85,517,10321,2062700,196.94,398462,465271,0,mmcblk0,432.37,18814.26,0.39,0,43.52,12.66,29.28,100,0,267,8.34,7.94,7.84,6
0,1,172,1,165,0,6,922.8,25.6,875.9,21.4,100,0,100,11.1,0,475.66,472.35,3.31,0,36489.97,38.17,0,all,1.55,0,11.02,69.81,0,17.62,24815,10936,877756,92.89,733,10230,1939276,185.16,398945,465191,22,mmcblk0,462.67,18396.86,24.75,0,39.82,9.54,20.62,100,2,280,7.85,7.85,7.82,6
0,1,168,2,166,0,0,922.8,26.4,875.5,21,100,0,100,11.7,0,445.53,435.48,10.05,0,37057.29,97.29,0,all,1.1,0,9.94,69.42,0,19.55,24994,10878,878071,92.92,875,9622,2085131,199.08,398399,465392,2,mmcblk0,459.75,18747.36,6.92,0,40.79,8.42,18.32,100,1,277,8.69,8.11,7.91,6
0,1,168,2,166,0,0,922.8,26.4,875.5,21,100,0,100,11.7,0,445.53,435.48,10.05,0,37057.29,97.29,0,all,1.1,0,9.94,69.42,0,19.55,24994,10878,878071,92.92,875,9622,2085131,199.08,398399,465392,2,mmcblk0,459.75,18747.36,6.92,0,40.79,8.42,18.32,100,1,277,8.69,8.11,7.91,6
6,1,172,2,170,0,0,922.8,25,876,21.8,100,0,100,10.7,3,458.41,456.6,1.82,0,37346.85,26,0,all,2.43,0,9.28,68.92,0,19.37,25932,11101,878532,92.97,597,8506,2008112,191.73,398029,464954,12,mmcblk0,458.41,18673.42,13,0,40.76,10.09,22.01,100,2,279,8.16,8.03,7.9,6
0,1,164,1,163,0,0,922.8,26.1,874.9,21.9,100,0,100,11.9,3,437.61,437.61,0,0,37574.14,0,0,all,1.07,0,10.48,62.69,0,25.76,26142,11458,878116,92.92,804,8548,1958538,186.99,398191,464579,0,mmcblk0,419.41,18561.17,6.24,0,44.27,7.9,18.85,100,1,280,7.64,7.92,7.87,4
0,1,162,1,161,0,0,922.8,25.9,874.6,22.3,100,0,100,11.9,1,417.44,411.34,6.1,0,37385.27,51.94,0,all,0.42,0,9.37,78.58,0,11.63,26239,11508,878034,92.92,416,8968,2041372,194.9,398158,464414,30,mmcblk0,447.13,17587.74,25.67,0,39.39,10.11,22.6,99.71,2,278,8.39,8.03,7.91,6
0,1,162,1,161,0,0,922.8,25.9,874.6,22.3,100,0,100,11.9,1,417.44,411.34,6.1,0,37385.27,51.94,0,all,0.42,0,9.37,78.58,0,11.63,26239,11508,878034,92.92,416,8968,2041372,194.9,398158,464414,30,mmcblk0,447.13,17587.74,25.67,0,39.39,10.11,22.6,99.71,2,278,8.39,8.03,7.91,6
1,1,166,5,161,0,0,922.8,25.8,875.8,21.2,100,0,100,11.3,0,428.26,421.3,6.97,0,37244.36,64.38,0,all,0.71,0,9.44,69.81,0,20.04,24840,10867,877904,92.9,701,10184,2041072,194.87,398306,465912,10,mmcblk0,439.08,18227.29,9.36,0,41.53,8.05,18.33,100,2,278,7.59,7.89,7.89,4
0,1,162,2,160,0,0,922.8,23.2,873.7,26,100,0,100,11,0,461.99,461.89,0.1,0,37028.46,0.8,0,all,1.1,0,10.21,55.73,0,32.96,25781,11288,878026,92.91,1014,8850,2039437,194.72,398162,465186,1,mmcblk0,438.36,18575.85,13.91,0,42.41,7.29,16.62,100,1,277,8.14,7.98,7.92,4
0,1,162,2,160,0,0,922.8,23.2,873.7,26,100,0,100,11,0,461.99,461.89,0.1,0,37028.46,0.8,0,all,1.1,0,10.21,55.73,0,32.96,25781,11288,878026,92.91,1014,8850,2039437,194.72,398162,465186,1,mmcblk0,438.36,18575.85,13.91,0,42.41,7.29,16.62,100,1,277,8.14,7.98,7.92,4
1,1,166,1,163,0,2,922.8,25.3,875.3,22.2,100,0,100,11.2,3,424.01,420.45,3.56,0,36944.66,45.85,0,all,0.57,0,9.27,69,0,21.16,24933,10589,878643,92.98,719,9334,1939735,185.2,398148,465985,14,mmcblk0,426.95,18481.44,29.54,0,43.36,9.73,22.78,100,0,273,7.72,8.02,7.96,4
1,1,166,1,163,0,2,922.8,25.3,875.3,22.2,100,0,100,11.2,3,424.01,420.45,3.56,0,36944.66,45.85,0,all,0.57,0,9.27,69,0,21.16,24933,10589,878643,92.98,719,9334,1939735,185.2,398148,465985,14,mmcblk0,426.95,18481.44,29.54,0,43.36,9.73,22.78,100,0,273,7.72,8.02,7.96,4
1,1,172,2,170,0,0,922.8,24.5,876.3,22,100,0,100,10.3,2,442.24,441.54,0.7,0,37421.42,6.41,0,all,0.82,0,10.6,59.55,0,29.03,25766,11082,878368,92.95,642,8841,2106105,201.08,398048,464898,9,mmcblk0,440.52,18628.18,24.88,0,42.34,7.12,16.17,100,1,278,7.59,7.97,7.96,4
1,1,172,2,170,0,0,922.8,24.5,876.3,22,100,0,100,10.3,2,442.24,441.54,0.7,0,37421.42,6.41,0,all,0.82,0,10.6,59.55,0,29.03,25766,11082,878368,92.95,642,8841,2106105,201.08,398048,464898,9,mmcblk0,440.52,18628.18,24.88,0,42.34,7.12,16.17,100,1,278,7.59,7.97,7.96,4
1,1,172,2,170,0,0,922.8,24.5,876.3,22,100,0,100,10.3,2,442.24,441.54,0.7,0,37421.42,6.41,0,all,0.82,0,10.6,59.55,0,29.03,25766,11082,878368,92.95,642,8841,2106105,201.08,398048,464898,9,mmcblk0,440.52,18628.18,24.88,0,42.34,7.12,16.17,100,1,278,7.59,7.97,7.96,4
0,1,164,1,163,0,0,922.8,25.4,874.8,22.6,100,0,100,11.5,0,436.17,435.18,0.99,0,37458.5,15.02,0,all,0.87,0,9.41,64.39,0,25.33,25739,11530,877523,92.86,762,9535,1903030,181.69,398034,465746,0,mmcblk0,433.59,18698.84,7.34,0,43.14,7.72,17.8,100,0,269,7.43,7.8,7.89,4
2,1,169,3,164,0,2,922.8,25.2,875.4,22.3,100,0,100,11.1,3,469.75,463.62,6.13,0,36869.26,59.92,0,all,1.07,0,9.81,73.09,0,16.03,25573,11342,877784,92.89,643,9576,2040916,194.86,398190,465477,11,mmcblk0,447.46,18471.23,7.44,0,41.3,7.22,16.14,100,1,275,8.13,7.93,7.93,4
1,1,165,2,163,0,0,922.8,25.8,875.5,21.6,100,0,100,11.4,1,466.99,461.2,5.8,0,37041.26,61.3,0,all,0.84,0,9.13,65.15,0,24.88,25667,11198,878090,92.92,845,8971,2030840,193.9,398254,464958,5,mmcblk0,441.67,18839.15,4.65,0,42.67,8.78,19.89,100.1,0,273,8.53,8.05,7.97,4
1,1,166,2,164,0,0,922.8,25.5,878,19.4,100,0,100,10,1,466.99,461.2,5.8,0,37041.26,61.3,0,all,0.84,0,9.13,65.15,0,24.88,25667,11198,878090,92.92,845,8971,2030840,193.9,398254,464958,5,mmcblk0,441.67,18839.15,4.65,0,42.67,8.78,19.89,100.1,0,273,8.53,8.05,7.97,4
0,1,168,1,167,0,0,922.8,24.3,877.6,20.9,100,0,100,9.5,1,463.39,461.58,1.81,0,37567.97,17.54,0,all,0.56,0,10.78,64.3,0,24.35,25287,10691,878735,92.99,788,8752,2030484,193.86,398063,465509,0,mmcblk0,430.9,18629.84,4.23,0,43.25,8.9,20.66,100,0,271,8.23,8.1,7.99,4
0,1,168,1,167,0,0,922.8,24.3,877.6,20.9,100,0,100,9.5,1,463.39,461.58,1.81,0,37567.97,17.54,0,all,0.56,0,10.78,64.3,0,24.35,25287,10691,878735,92.99,788,8752,2030484,193.86,398063,465509,0,mmcblk0,430.9,18629.84,4.23,0,43.25,8.9,20.66,100,0,271,8.23,8.1,7.99,4
1,1,168,1,166,0,1,922.8,26.5,875.4,20.9,100,0,100,11.8,2,435.96,434.31,1.66,0,36856.14,28.07,0,all,1.57,0,10.59,55.69,0,32.15,25360,11113,877952,92.91,872,9356,1900393,181.44,398446,465437,2,mmcblk0,445.16,18191.7,17,0,40.9,6.28,14.11,100,1,279,8.08,8.05,7.98,4
2,1,168,1,164,0,3,922.8,24.6,875.4,22.9,100,0,100,10.8,0,407.3,403.01,4.3,0,37632.99,37.8,0,all,0.52,0,9.59,75.45,0,14.44,25962,11578,877679,92.88,617,9229,1966731,187.78,398356,464814,5,mmcblk0,439.06,18424.45,16.81,0,42,8.73,19.88,100,0,270,8.76,8.21,8.04,4
2,1,168,1,164,0,3,922.8,24.6,875.4,22.9,100,0,100,10.8,0,407.3,403.01,4.3,0,37632.99,37.8,0,all,0.52,0,9.59,75.45,0,14.44,25962,11578,877679,92.88,617,9229,1966731,187.78,398356,464814,5,mmcblk0,439.06,18424.45,16.81,0,42,8.73,19.88,100,0,270,8.76,8.21,8.04,4
0,1,167,1,164,0,2,922.8,25.8,874.8,22.2,100,0,100,11.8,3,447.54,441.73,5.82,0,37267.8,51.35,0,all,0.59,0,8.55,70.3,0,20.57,25330,11727,876783,92.78,656,10943,1902008,181.6,398860,465758,6,mmcblk0,447.68,18422.46,0,0,41.15,9.81,21.91,100,1,269,8.44,8.19,8.04,4
0,1,167,1,164,0,2,922.8,25.8,874.8,22.2,100,0,100,11.8,3,447.54,441.73,5.82,0,37267.8,51.35,0,all,0.59,0,8.55,70.3,0,20.57,25330,11727,876783,92.78,656,10943,1902008,181.6,398860,465758,6,mmcblk0,447.68,18422.46,0,0,41.15,9.81,21.91,100,1,269,8.44,8.19,8.04,4
2,1,164,1,163,0,0,922.8,25.2,875.1,22.6,100,0,100,11.4,0,436.41,433.53,2.88,0,37570.8,23.05,0,all,0.73,0,10.88,71.69,0,16.7,25845,11086,878560,92.97,561,8712,1888026,180.26,397894,465537,19,mmcblk0,443.07,18207.42,29.3,0,41.16,11.79,26.62,100,2,280,8.67,8.3,8.09,7
2,1,166,1,165,0,0,922.8,25.5,875.9,21.4,100,0,100,11.1,1,443.71,442.46,1.26,0,37117.21,20.12,0,all,0.52,0,9.52,74.16,0,15.8,25008,10745,878386,92.95,711,9529,2106052,201.08,398108,465910,0,mmcblk0,426.78,18648.43,0,0,43.7,9.94,23.29,100,1,277,7.8,8.13,8.06,5
2,1,166,1,165,0,0,922.8,25.5,875.9,21.4,100,0,100,11.1,1,443.71,442.46,1.26,0,37117.21,20.12,0,all,0.52,0,9.52,74.16,0,15.8,25008,10745,878386,92.95,711,9529,2106052,201.08,398108,465910,0,mmcblk0,426.78,18648.43,0,0,43.7,9.94,23.29,100,1,277,7.8,8.13,8.06,5
1,1,166,1,165,0,0,922.8,25.4,875.4,22,100,0,100,11.3,2,420.04,411.85,8.19,0,37508.39,82.92,0,all,0.67,0,10.46,73.96,0,14.91,25110,10549,878918,93.01,747,8790,2022340,193.09,397896,465778,34,mmcblk0,425.87,18657.31,39.62,0,43.9,9.32,21.89,100,3,282,7.43,7.97,8,6
1,1,166,1,165,0,0,922.8,25.4,875.4,22,100,0,100,11.3,2,420.04,411.85,8.19,0,37508.39,82.92,0,all,0.67,0,10.46,73.96,0,14.91,25110,10549,878918,93.01,747,8790,2022340,193.09,397896,465778,34,mmcblk0,425.87,18657.31,39.62,0,43.9,9.32,21.89,100,3,282,7.43,7.97,8,6
2,1,165,1,164,0,0,922.8,24.3,875.4,23.2,100,0,100,10.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,173,1,171,0,1,922.8,25.7,876.4,20.8,100,0,100,10.9,0,428.01,427.02,0.99,0,37410.65,13.41,0,all,1.13,0,11.46,58.63,0,28.79,25471,10524,879314,93.05,811,7973,2107236,201.19,397702,465392,0,mmcblk0,424.63,18655.23,6.78,0,43.95,7.33,17.26,100,1,281,6.87,7.67,7.9,4
0,1,165,2,162,0,1,922.8,24.9,874.6,23.3,100,0,100,11.5,3,444.64,443.87,0.77,0,37323.37,12.26,0,all,0.82,0,9.58,59.34,0,30.26,25296,11103,877947,92.91,863,9428,1993666,190.35,398226,465703,0,mmcblk0,447.14,18151.02,0,0,40.59,6.25,13.97,100,1,277,7.64,7.55,7.81,3
0,1,165,2,162,0,1,922.8,24.9,874.6,23.3,100,0,100,11.5,3,444.64,443.87,0.77,0,37323.37,12.26,0,all,0.82,0,9.58,59.34,0,30.26,25296,11103,877947,92.91,863,9428,1993666,190.35,398226,465703,0,mmcblk0,447.14,18151.02,0,0,40.59,6.25,13.97,100,1,277,7.64,7.55,7.81,3
0,1,165,2,162,0,1,922.8,24.9,874.6,23.3,100,0,100,11.5,3,444.64,443.87,0.77,0,37323.37,12.26,0,all,0.82,0,9.58,59.34,0,30.26,25296,11103,877947,92.91,863,9428,1993666,190.35,398226,465703,0,mmcblk0,447.14,18151.02,0,0,40.59,6.25,13.97,100,1,277,7.64,7.55,7.81,3
0,1,161,2,159,0,0,922.8,21.5,874.5,26.8,100,0,100,9.7,2,442.37,438.39,3.98,0,36712.15,35.76,0,all,0.89,0,10.74,64.15,0,24.22,24897,10622,878464,92.96,746,9538,1994682,190.45,398129,466090,12,mmcblk0,440.56,18669.18,11.93,0,42.4,8.21,18.63,100,2,281,8.05,7.85,7.88,4
0,1,161,2,159,0,0,922.8,21.5,874.5,26.8,100,0,100,9.7,2,442.37,438.39,3.98,0,36712.15,35.76,0,all,0.89,0,10.74,64.15,0,24.22,24897,10622,878464,92.96,746,9538,1994682,190.45,398129,466090,12,mmcblk0,440.56,18669.18,11.93,0,42.4,8.21,18.63,100,2,281,8.05,7.85,7.88,4
1,1,161,2,159,0,0,922.8,21.5,874.5,26.8,100,0,100,9.7,2,442.37,438.39,3.98,0,36712.15,35.76,0,all,0.89,0,10.74,64.15,0,24.22,24897,10622,878464,92.96,746,9538,1994682,190.45,398129,466090,12,mmcblk0,440.56,18669.18,11.93,0,42.4,8.21,18.63,100,2,281,8.05,7.85,7.88,4
0,1,161,2,159,0,0,922.8,21.5,874.5,26.8,100,0,100,9.7,2,442.37,438.39,3.98,0,36712.15,35.76,0,all,0.89,0,10.74,64.15,0,24.22,24897,10622,878464,92.96,746,9538,1994682,190.45,398129,466090,12,mmcblk0,440.56,18669.18,11.93,0,42.4,8.21,18.63,100,2,281,8.05,7.85,7.88,4
0,1,164,1,162,0,1,922.8,25.6,875.2,22,100,0,100,11.6,2,411.22,411.22,0,0,37405.94,0,0,all,0.55,0,7.8,74.99,0,16.67,25532,11282,877867,92.9,494,9652,1919366,183.25,398164,465699,1,mmcblk0,430.24,18438.72,3.19,0,42.86,8.91,20.7,100,1,277,8.61,8.02,7.93,5
0,1,163,1,162,0,0,922.8,25.4,875.6,21.9,100,0,100,11.2,2,411.22,411.22,0,0,37405.94,0,0,all,0.55,0,7.8,74.99,0,16.67,25532,11282,877867,92.9,494,9652,1919366,183.25,398164,465699,1,mmcblk0,430.24,18438.72,3.19,0,42.86,8.91,20.7,100,1,277,8.61,8.02,7.93,5
1,2,172,1,171,0,0,922.8,25.2,877,20.7,100,0,100,10.3,0,455.49,454.9,0.59,0,37770.2,7.06,0,all,2.63,0,8.94,65.92,0,22.52,25729,10489,879593,93.08,612,7628,2200596,210.11,397361,465256,2,mmcblk0,438.07,18620.51,3.16,0,42.51,8.58,19.58,100,2,275,8.4,8.04,7.94,5
0,2,165,1,164,0,0,922.8,25.3,875.6,21.9,100,0,100,11.1,3,429.76,429.47,0.29,0,37797.25,3.14,0,all,0.83,0,7.48,63.28,0,28.41,25498,10528,879259,93.05,582,8191,2085582,199.12,397700,465261,0,mmcblk0,433.81,18571.32,0,0,42.81,9.84,22.68,100,1,276,7.75,7.95,7.92,5
0,2,165,1,164,0,0,922.8,25.3,875.6,21.9,100,0,100,11.1,3,429.76,429.47,0.29,0,37797.25,3.14,0,all,0.83,0,7.48,63.28,0,28.41,25498,10528,879259,93.05,582,8191,2085582,199.12,397700,465261,0,mmcblk0,433.81,18571.32,0,0,42.81,9.84,22.68,100,1,276,7.75,7.95,7.92,5
1,1,164,1,163,0,0,922.8,24.9,875.5,22.4,100,0,100,11,1,482.38,481.88,0.5,0,36384.95,7.92,0,all,0.62,0,10.02,71.44,0,17.92,25824,10841,878986,93.02,614,8167,1968355,187.93,397896,465278,5,mmcblk0,415.36,18098.32,54,0,43.7,12.22,29.42,98.98,0,272,7.93,7.96,7.92,5
1,1,164,1,163,0,0,922.8,24.9,875.5,22.4,100,0,100,11,1,482.38,481.88,0.5,0,36384.95,7.92,0,all,0.62,0,10.02,71.44,0,17.92,25824,10841,878986,93.02,614,8167,1968355,187.93,397896,465278,5,mmcblk0,415.36,18098.32,54,0,43.7,12.22,29.42,98.98,0,272,7.93,7.96,7.92,5
1,1,166,1,165,0,0,922.8,25.8,876.1,20.9,100,0,100,11.1,1,429.95,427.88,2.07,0,37518.03,33.1,0,all,1.02,0,10.14,67.02,0,21.82,25368,10896,878390,92.95,646,9017,1887854,180.25,397861,466020,9,mmcblk0,425.5,18581.27,5.98,0,43.68,8.03,18.88,100,1,280,8.35,8.03,7.95,4
1,1,171,3,168,0,0,922.8,499.6,137.7,285.5,100,19.6,80.4,731.2,1,238.53,238.53,0,0,41378.66,0,0,all,0.17,0,7.72,76.92,0,15.18,17592,2887,886072,93.77,450,8842,1948788,186.06,432714,438476,0,mmcblk0,337.25,28077.06,0,0,83.25,18.07,53.59,136.24,1,287,14.24,11.96,11.24,11
197,16,171,3,168,0,0,922.8,499.9,136.9,286.1,100,19.8,80.2,732,1,0.2,0,0.2,0,0,5.6,0,all,26.06,0,0.4,0,0,73.53,514557,752313,119217,12.62,14864,262570,1371918,130.99,126150,247246,401,mmcblk0,0.2,0,2.8,0,14,0,2.5,0.1,1,276,1.33,0.86,0.73,0
156,36,170,3,167,0,0,922.8,497.7,139.1,286,100,19.8,80.2,729.8,1,0.8,0,0.8,0,0,42.4,0,all,25.18,0,0.43,0,0,74.4,512152,749916,121551,12.86,14938,262471,1373403,131.13,126413,249904,212,mmcblk0,0.8,0,21.2,0,26.5,0.01,7.75,0.3,1,275,1.71,1.02,0.79,0
154,24,170,2,168,0,0,922.8,495,141.7,286.2,100,19.8,80.2,727.2,1,0.2,0,0.2,0,0,5.6,0,all,25.55,0,1,0.03,0,73.42,508846,746677,124789,13.21,14976,262530,1374427,131.23,126460,252384,390,mmcblk0,0.2,0,2.8,0,14,0,2.5,0.1,1,275,1.78,1.11,0.83,0
174,26,169,3,166,0,0,922.8,492.8,143.8,286.3,100,19.8,80.2,725.1,2,0.3,0,0.3,0,0,6.4,0,all,26.15,0,0.9,0.03,0,72.92,506468,744348,127114,13.45,15017,262538,1375630,131.34,126512,255020,322,mmcblk0,0.3,0,3.2,0,10.67,0,2.67,0.2,1,274,1.67,1.15,0.85,0
164,13,169,2,167,0,0,922.8,490.4,146.2,286.2,100,19.8,80.2,722.7,2,1.6,0,1.6,0,0,52,0,all,25.94,0,1.05,0.03,0,72.98,503824,741684,129796,13.74,15064,262477,1376731,131.45,126561,257543,4,mmcblk0,1.6,0,26,0,16.25,0.01,6.62,0.7,1,274,1.79,1.22,0.89,0
182,12,169,3,166,0,0,922.8,488.6,148,286.3,100,19.8,80.2,720.9,2,0.9,0,0.9,0,0,15.2,0,all,25.13,0,0.4,0.03,0,74.44,501942,739938,131450,13.91,15120,262560,1377755,131.54,126599,259763,18,mmcblk0,0.9,0,7.6,0,8.44,0,4.56,0.2,1,274,2.03,1.36,0.95,0
150,6,165,3,162,0,0,922.8,487.9,148.5,286.4,100,19.8,80.2,720.4,2,0.6,0,0.6,0,0,9.6,0,all,25.13,0,0.6,0.05,0,74.22,500861,738894,132532,14.02,15158,262546,1378435,131.61,126646,260525,193,mmcblk0,0.6,0,4.8,0,8,0,2.67,0.3,1,273,1.72,1.36,0.96,0
170,10,166,3,163,0,0,922.8,486.7,149.6,286.5,100,19.8,80.2,719.3,0,0.2,0,0.2,0,0,6.4,0,all,25.21,0,0.9,0,0,73.89,499622,737727,133714,14.15,15208,262560,1379203,131.68,126696,261708,24,mmcblk0,0.2,0,3.2,0,16,0,3,0.1,1,272,1.59,1.35,0.98,0
164,8,166,3,163,0,0,922.8,485.1,151.3,286.4,100,19.8,80.2,717.5,0,0.2,0,0.2,0,0,4.8,0,all,25.29,0,0.6,0.03,0,74.08,498225,736357,135168,14.3,15243,262552,1380387,131.79,126732,263134,84,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,271,1.83,1.43,1.02,0
154,12,167,2,165,0,0,922.8,483.3,153,286.5,100,19.8,80.2,715.9,0,0.4,0,0.4,0,0,9.6,0,all,25.29,0,0.58,0.03,0,74.11,495674,733788,137602,14.56,15281,262487,1381251,131.88,126769,265326,28,mmcblk0,0.4,0,4.8,0,12,0,2.5,0.2,1,272,2.09,1.54,1.06,0
149,22,169,2,167,0,0,922.8,482.5,153.8,286.5,100,19.8,80.2,715.1,0,1.4,0,1.4,0,0,50.4,0,all,25.22,0,0.73,0.08,0,73.98,495061,733301,138176,14.62,15324,262571,1382275,131.98,126820,266700,21,mmcblk0,1.4,0,25.2,0,18,0.01,6.71,0.4,1,274,1.75,1.51,1.07,0
161,26,169,3,166,0,0,922.8,480.5,155.8,286.5,100,19.8,80.2,713.1,3,0.4,0,0.4,0,0,12,0,all,25.53,0,1.15,0,0,73.32,492943,731144,140330,14.85,15364,262483,1382858,132.03,126865,267494,148,mmcblk0,0.4,0,6,0,15,0,4.25,0.4,1,274,1.86,1.55,1.1,0
152,18,170,3,167,0,0,922.8,479.2,156.9,286.7,100,19.8,80.2,711.9,3,0.4,0,0.4,0,0,11.2,0,all,25.61,0,0.73,0.03,0,73.64,492071,730391,141030,14.92,15403,262560,1383203,132.06,126900,268771,64,mmcblk0,0.4,0,5.6,0,14,0,4.5,0.3,1,275,2.15,1.66,1.15,0
148,14,170,3,167,0,0,922.8,478,158.1,286.7,100,19.8,80.2,710.8,3,0.4,0,0.4,0,0,7.99,0,all,25.38,0,0.78,0.05,0,73.79,490623,728988,142524,15.08,15444,262578,1384067,132.15,126942,270151,292,mmcblk0,0.4,0,4,0,10,0,4.25,0.3,1,275,2.09,1.7,1.18,0
185,10,170,3,167,0,0,922.8,475.9,160.3,286.6,100,19.8,80.2,708.6,3,0.4,0,0.4,0,0,8.8,0,all,27.45,0,0.91,0.03,0,71.62,488899,727253,144260,15.27,15482,262535,1385117,132.25,126980,271876,370,mmcblk0,0.4,0,4.4,0,11,0,2.5,0.3,1,275,1.72,1.64,1.18,0
198,40,170,2,168,0,0,922.8,473,162.9,286.9,100,19.8,80.2,706,1,0.4,0,0.4,0,0,16,0,all,27.26,0,1.79,0.03,0,70.92,486452,725001,146511,15.5,15524,262688,1386846,132.41,127022,274352,179,mmcblk0,0.4,0,7.99,0,20,0,2.75,0.2,1,275,1.67,1.63,1.19,0
152,27,169,3,166,0,0,922.8,471.7,164.3,286.9,100,19.9,80.1,704.6,1,5.9,0,5.9,0,0,87.2,0,all,26.39,0,1.36,0.1,0,72.15,484060,722553,148964,15.76,15573,262576,1388022,132.52,127214,276660,62,mmcblk0,5.9,0,43.6,0,7.39,0.1,17.76,1.3,1,275,1.95,1.7,1.23,0
150,21,169,2,167,0,0,922.8,471.3,164.7,286.8,100,19.9,80.1,704.2,1,1.4,0,1.4,0,0,60.8,0,all,25.08,0,0.85,0.03,0,74.04,483183,721762,149751,15.85,15636,262600,1389853,132.7,127277,277439,56,mmcblk0,1.4,0,30.4,0,21.71,0.01,6,0.6,1,274,1.73,1.69,1.25,0
175,25,169,2,167,0,0,922.8,469.7,166.2,286.9,100,19.9,80.1,702.7,1,1,0,1,0,0,15.2,0,all,25.45,0,0.95,0.03,0,73.57,481696,720283,151204,16,15677,262569,1390877,132.8,127320,278623,51,mmcblk0,1,0,7.6,0,7.6,0,4.4,0.4,1,273,1.65,1.68,1.25,0
